country,description,designation,points,price,province,region,title,variety,winery
Spain,"This immediately presents itself in fine fashion. Ripe berry, generous oak and rooty notes form a complex nose. Spot on across the palate, with depth and freshness, this tastes of cherry, blackberry and mocha. A deep finish with exemplary balance confirms both quality and value. Drink through 2019.",Heritage,92,25.0,Northern Spain,Ribera del Duero,Convento de Las Claras 2012 Heritage  (Ribera del Duero),Tinto Fino,Convento de Las Claras
Spain,"This Monastrell's scratchy, slightly soapy berry and cassis aromas are on the sweet and ripe side. Its baked plum and berry flavors are fleshy and lack focus, finishing with abrasive tannins.",Lunático,88,18.0,Levante,Jumilla,Casa de la Ermita 2013 Lunático Monastrell (Jumilla),Monastrell,Casa de la Ermita
Spain,"Despite persistent gaseous, rubbery aromas, this is superb in the mouth, with bright acidity and a firm, unwavering structure. Plum, raspberry and integrated oak create a fine flavor profile, while the finish offers cocoa powder and toast notes along with juicy acidity. Drink now through 2025.",Gran Reserva,92,50.0,Northern Spain,Rioja,Viña Olabarri 2001 Gran Reserva  (Rioja),Tempranillo Blend,Viña Olabarri
Spain,"Immediately this presents itself as being a big, potent package. Smoky, dark aromas are briary and heady. This is huge in the mouth, with blackberry and wild herb flavors. A finish of chocolate, fig and prune is rich but right for the gig. Drink through 2018.",2?R,92,43.0,Catalonia,Priorat,Gratavinum 2009 2?R Red (Priorat),Red Blend,Gratavinum
Spain,"This is arguably the best MC Cáceres has bottled. Dense, smoky aromas of bacon, toast and blackberry are showing well. A concentrated yet balanced palate is home to flavors of ripe black fruits accented by proper doses of spice and leather. A toasty finish is black as night, with coffee and hard spice notes. Drink through 2020.",MC,92,33.0,Northern Spain,Rioja,Marqués de Cáceres 2011 MC  (Rioja),Tempranillo,Marqués de Cáceres
Spain,"Aromas of burnt orange and baking spices are upright and snappy for a Sherry that's fairly creamy. Fine acidity is what keeps this on an even keel and what gives lift to flavors of caramel, brown sugar and candied walnut. This is full and voluminous on the finish.",Apostoles Vinum Optimum Rare Signatum,93,50.0,Andalucia,Jerez,González Byass NV Apostoles Vinum Optimum Rare Signatum Sherry (Jerez),Sherry,González Byass
Spain,"This is another of Hidalgo's superb 30-year-old Sherries, and this example shows hazelnut, butterscotch and citrus aromas on a lifted, luxe nose. The mouthfeel is just right, with oily weight cut by sharp acidity. Flavors of apricot, orange peel, toffee and almond skins finish long and unwavering.",Vinos Viejos de Hidalgo Amontillado Napoleon 30 Years Old,93,120.0,Andalucia,Jerez,Bodegas Hidalgo NV Vinos Viejos de Hidalgo Amontillado Napoleon 30 Years Old Sherry (Jerez),Sherry,Bodegas Hidalgo
Spain,"Angular, pinched and austere on the nose, this aged dry oloroso also gives off scents of pine resin, almonds and dried stone fruits. An almost chewy palate features integrated, not overt acidity, while round, nutty flavors of almond and caramel are complex and delicious.",Vinos Viejos de Hidalgo Oloroso Faraon 30 Years Old,93,115.0,Andalucia,Jerez,Bodegas Hidalgo NV Vinos Viejos de Hidalgo Oloroso Faraon 30 Years Old Sherry (Jerez),Sherry,Bodegas Hidalgo
Spain,"Only 100 cases of this vintage-designated oloroso were made, and now it smells mature, nutty and oily. A full, elegant palate shows the right weight and acidic cut, while salty flavors of peanut and caramel finish long, nutty and a touch hot due to 22% abv.",Oloroso Single Vintage Single Vineyard,92,155.0,Andalucia,Jerez,Bodegas Hidalgo 1986 Oloroso Single Vintage Single Vineyard Sherry (Jerez),Sherry,Bodegas Hidalgo
Spain,"Browning and maturing, but still showing a ton of life and kick. This traditional-style wine is mildly roasted on the nose, with touches of leather, latex and other firm aromas. The palate is nice, with dry raspberry and cherry flavors finishing with power and length. Solid and respectable, but not something you'd label as special. Drink now–2014.",Faustino de Autor Reserva Especial,89,59.0,Northern Spain,Rioja,Bodegas Faustino 1998 Faustino de Autor Reserva Especial  (Rioja),Tempranillo,Bodegas Faustino
Spain,"You wouldn't call this wine “clean and polished.” It has some old country brett along with fig, earth, mushroom and liqueur on the nose. That said, it's dishing up heavy servings of chocolate and baked berry pie flavors. A big, bulky wine that's already losing clarity. This won't be for everyone.",Monte Toro Roble,89,17.0,Northern Spain,Toro,Bodegas Ramon Ramos 2005 Monte Toro Roble  (Toro),Tinta de Toro,Bodegas Ramon Ramos
Spain,"This Albariño grows on you right away. The wine starts out shy and clean, almost as if it were neutral. But as it opens you'll see that citrus, saline and tropical fruit flavors emerge. By the time it's fully unraveled the wine is smooth as glass, comfortable and just right for drinking now.",Brandal,89,15.0,Galicia,Rías Baixas,Adegas D'Altamira 2006 Brandal Albariño (Rías Baixas),Albariño,Adegas D'Altamira
Spain,"Ripe, tropical and laced with pineapple, nectarine, green banana and melon. This is the best Don Olegario we've had in the past three vintages, and that's because it's here in the year after harvest, as it should be. Thus it's fresh, smooth and tight, with hints of petrol, pepper and citrus pith toughening up the finish. Drink now.",,89,22.0,Galicia,Rías Baixas,Don Olegario 2006 Albariño (Rías Baixas),Albariño,Don Olegario
Spain,"Slightly rooty and warm, with a nose that's one part stewy and malty and another part complex and fruity. In the mouth, vanilla and spice add character to common berry fruit flavors, while the finish is silky and fairly long. Overall this is a nice, handsome wine with balance and character. Expect to be pleased but not blown away.",Reserva,89,30.0,Northern Spain,Rioja,Marqués de Arviza 2001 Reserva  (Rioja),Tempranillo Blend,Marqués de Arviza
Spain,"Rustic, smoky and deep on the nose, with a creamy body holding up commendable raspberry and plum flavors. Valenciso deals medium-level acids and tannins, with oak-based mocha and chocolate carrying the finish. This wine is so close to reaching the next level, but it doesn't quite get there.",Reserva,89,39.0,Northern Spain,Rioja,Valenciso 2002 Reserva  (Rioja),Tempranillo,Valenciso
Spain,"This is an ideal summer white. It's light but crisp on the bouquet, with whispy pear, apple and citrus aromas. Freshness reigns on the palate despite there being pulpy citrus flavors. Another wave of citrus carries the clear finish to a precise ending. Delicious white wine.",Abadia de San Campio,90,20.0,Galicia,Rías Baixas,Terras Gauda 2012 Abadia de San Campio Albariño (Rías Baixas),Albariño,Terras Gauda
Spain,"This opens with strong scents of rubber, burnt leaf and funky berry that stay with the wine all the way until the finish. It feels wiry, tight and jumpy, with raspberry, plum and leather flavors, plus a rubbery note on the finish.",,87,31.0,Northern Spain,Ribera del Duero,Condado de Haza 2008  Ribera del Duero,Tempranillo,Condado de Haza
Spain,"This is heavy and raisiny, with ripe earth and mineral aromas that are suggestive of Port. It feels loaded and scratchy, with licorice, prune and pepper flavors that finish short and with some heat. A bullish style to drink now.",8 Meses,87,15.0,Northern Spain,Toro,Cyan 2010 8 Meses  (Toro),Tinta de Toro,Cyan
Spain,"Brambly, leathery and roasted on the nose, this features raspberry and plum aromas in the backdrop. It feels fresh, clampy and forward, with a mix of leather, herb, plum, tomato and spice flavors. A solid wine with traditional Rioja character.",Javier San Pedro Crianza,87,21.0,Northern Spain,Rioja,Vallobera 2009 Javier San Pedro Crianza  (Rioja),Tempranillo,Vallobera
Spain,"Tame black-fruit aromas are leathery, darkened by asphalt and tar notes. This wine feels good and round, with plum and berry flavors that accompany resiny oak. Fruity, nice and pleasant, it doesn't announce itself as special or elevated.",Reserva,87,30.0,Northern Spain,Rioja,Ysios 2006 Reserva  (Rioja),Tempranillo,Ysios
Spain,"Racy berry aromas come with a hint of oaky cinnamon. This feels raw, tannic and dense. Flavors of roasted plum, dry oak, savory spices and grilled meat finish firm and taste toasty. Drink through 2022.",,89,32.0,Northern Spain,Ribera del Duero,Tionio 2013  Ribera del Duero,Tinto Fino,Tionio
Spain,"A yellowish color announces this oaked Albariño. Aromas of sunflower seeds and stone fruits are more mellow than loud. Creamy and full bodied, this benefits from bold malic acidity. Flavors of summer corn, dried apple and wood resin finish salty. Drink now with fish, crab or lobster.",Navia,89,31.0,Galicia,Rías Baixas,La Caña 2013 Navia Albariño (Rías Baixas),Albariño,La Caña
Spain,"Inviting apple, citrus and stony aromas precede a racy, citrusy palate with bracing acidity. Quick-hitting green melon, nectarine and lime flavors end with a persistent note of green apple. This is the best version of this Verdejo-Viura-Sauvignon Blanc blend in several years. Drink now.",Las Brisas,89,14.0,Northern Spain,Rueda,Naia 2015 Las Brisas White (Rueda),White Blend,Naia
Spain,"Black in color and inky on the nose, this ultra-concentrated, superripe Tempranillo is smoky and toasty, with accents of graphite along with blackberry. An extracted, dense palate is braced by solid tannins and healthy acids. Blackberry, cassis and chocolate flavors conclude this rich, flashy wine. Drink 2016–2021.",Christina,93,90.0,Northern Spain,Ribera del Duero,Astrales 2011 Christina  (Ribera del Duero),Tempranillo,Astrales
Spain,"Purple in color and minerally and deep on the nose, this modern-style Rioja deals aromas of wood smoke, blackberry, cassis and more. The palate is big and bulky, but balance is no issue. Toasty blackberry, chocolate and coffee flavors hold onto a toasty, blackened character on a flush, dynamic finish. Drink now through 2022.",Viña Pomal Alto de la Caseta,93,80.0,Northern Spain,Rioja,Bodegas Bilbainas 2010 Viña Pomal Alto de la Caseta  (Rioja),Tempranillo,Bodegas Bilbainas
Spain,"This is the granddaddy in the Emilio Moro portfolio, but the wine is so ripe and oaky it's syrupy-smelling. Maximum ripeness means it's a bit Port-like on the palate, with baked black-fruit flavors that finish soft and jammy. This brims with power, extraction and flavor but it's grasping for structure. Drink through 2019.",Clon de la Familia,93,450.0,Northern Spain,Ribera del Duero,Emilio Moro 2010 Clon de la Familia  (Ribera del Duero),Tinto Fino,Emilio Moro
Spain,"Apple and stone fruit aromas come with a mineral component and a stalky, hay note. It feels good and full, showing classic Cava flavors of stalky apple and nectarine. The finish is smooth and easygoing.",Aria Estate Brut,86,14.0,Catalonia,Cava,Segura Viudas NV Aria Estate Brut Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"This smells nice and rooty, and also a bit like strawberry jam. It feels steely, zesty, juicy and almost too acidic, with blazing red plum and pie cherry flavors that are offset by integrated, spicy oak. It's dry and tangy on the finish.",Crianza,86,24.0,Northern Spain,Navarra,Ochoa 2008 Crianza Tempranillo (Navarra),Tempranillo,Ochoa
Spain,"This five-grape blend is dark and concentrated, but also a touch soupy and mulchy. Interestingly, the palate shows snappy acidity along the edges, yielding crisp flavors of cherry, raspberry and spice. Finishes dry, herbal and spicy, but needs a boost of fruit to equal previous efforts.",,88,27.0,Central Spain,Vino de la Tierra de Castilla,Finca Coronado 2006 Red (Vino de la Tierra de Castilla),Red Blend,Finca Coronado
Spain,"Pointed, toasty aromas of black fruits and graphite are lemony, woody and not bashful. A giant palate with rock-hard, piercing tannins is drying but generous. Flavors of wild berries, earth and oak finish toasty and tannic, with lasting acidity. Drink through 2023.",Ucedo,90,80.0,Northern Spain,Bierzo,Gancedo 2008 Ucedo Mencía (Bierzo),Mencía,Gancedo
Spain,"Bold, floral aromas of rubbery red-berry fruits introduce a full, fresh, largely elegant palate that's home to minerally, medicinal cherry, plum and berry flavors. Wood grain and resiny notes are apparent on the finish, which is long, driving, spicy and oaky.",Pétalos,90,22.0,Northern Spain,Bierzo,Descendientes de J. Palacios 2012 Pétalos Mencía (Bierzo),Mencía,Descendientes de J. Palacios
Spain,"This is a deep, hard wine with sandpaper tannins and chewy weight. Earth, mushroom, blackberry and raw oak are all present on the bouquet. Flavors of blackberry and plum are ripe and rich, with an herbal hint. The finish is long, heady, heavy and tannic. Drink through 2018.",Vendimia Seleccionada,89,60.0,Northern Spain,Ribera del Duero,Pagos de Quintana 2009 Vendimia Seleccionada  (Ribera del Duero),Tempranillo Blend,Pagos de Quintana
Spain,"Pine resin, apple and sea brine aromas set up a plump palate with a slick mouthfeel. Dry slightly bitter melon and salty flavors finish long and briny, which is standard for a well-made fino like this.",Tio Pepe Fino En Rama,90,26.0,Andalucia,Jerez,González Byass NV Tio Pepe Fino En Rama Palomino (Jerez),Palomino,González Byass
Spain,"Creamy oak aromas shout “vanilla” and “wood resin” in full voice. This is a rough wine with stampeding tannins. Toasty boysenberry flavors are more pounding than elegant, while this tastes of bitter chocolate on an aggressive finish. Give this five years and it may show better but now it's massive and unsettled.",First Label,90,110.0,Northern Spain,Ribera del Duero,Bodegas Fuentespina 2012 First Label  (Ribera del Duero),Tempranillo,Bodegas Fuentespina
